entity,field_name,display_name,data_type,field_length,description,deprecated,field_name_sfdc,field_name_msdyn
leads,_sys_filt_start_date,Filter Start Date,DATE,,"The start date of the record, stripped of time",false,,
leads,_sys_last_modified_on,Last Modified On,DATETIME,,The date of the last data modification in the platform,false,SystemModstamp,modifiedon
leads,_sys_ssr_id,SSR ID,STRING,50,Id of the SSR document the record belongs to,false,,
leads,crm_account_id,CRM Account ID,STRING,50,CRM account id of the lead,false,ConvertedAccountId,accountid
leads,crm_addr_city,CRM Address City,STRING,150,Lead's city in the CRM,false,City,address1_city
leads,crm_addr_country,CRM Address Country,STRING,150,Lead's country in the CRM,false,Country,address1_country
leads,crm_addr_postal_code,CRM Address Postal Code,STRING,150,Lead's postal code in the CRM,false,PostalCode,address1_postalcode
leads,crm_addr_state,CRM Address State,STRING,150,Lead's state in the CRM,false,State,address1_stateorprovince
leads,crm_addr_street,CRM Address Street,STRING,150,Lead's street in the CRM,false,Street,address1_line1
leads,crm_complt,CRM Completeness,FLOAT,,Lead's completeness score based on the CRM data,false,,
leads,crm_complt_contact,CRM Completeness Contact,FLOAT,,Lead's contact information completeness score based on the CRM data,false,,
leads,crm_complt_contact_method,CRM Completeness Contact Method,FLOAT,,Lead's contact method completeness score based on the CRM data,false,,
leads,crm_complt_custom,CRM Completeness Custom,FLOAT,,Lead's custom completeness score based on the CRM data,false,,
leads,crm_complt_geo,CRM Completeness Geo,FLOAT,,Lead's location completeness score based on the CRM data,false,,
leads,crm_complt_marketing,CRM Completeness Marketing,FLOAT,,Lead's marketing completeness score based on the CRM data,false,,
leads,crm_contact_title,CRM Contact Title,STRING,150,Lead's title in the CRM,false,Title,jobtitle
leads,crm_converted_contact_id,CRM Converted Contact ID,STRING,50,Lead's contact id in the CRM,false,ConvertedContactId,contactid
leads,crm_converted_date,CRM Converted Date,DATETIME,,Lead conversion date in the CRM,false,ConvertedDate,new_converteddate
leads,crm_converted_opp_id,CRM Converted Opp ID,STRING,50,Lead's opp id in the CRM,false,ConvertedOpportunityId,QualifyingOpportunityId
leads,crm_created_on,CRM Created On,DATETIME,,Lead creation date in the CRM,false,CreatedDate,createdon
leads,crm_creator_id,CRM Creator ID,STRING,50,Lead creator's id in the CRM,false,CreatedById,createdby
leads,crm_custom_value_1,CRM Custom Value 1,STRING,150,Custom categorical variable,false,,
leads,crm_custom_value_2,CRM Custom Value 2,STRING,150,Custom categorical variable,false,,
leads,crm_custom_value_3,CRM Custom Value 3,STRING,150,Custom categorical variable,false,,
leads,crm_deep_link,CRM Deep Link,STRING,500,Link to the lead in the remote system (such as Salesforce),false,,
leads,crm_email,CRM Email,STRING,150,Lead's email,false,Email,emailaddress1
leads,crm_first_name,CRM First Name,STRING,150,Lead's first name,false,FirstName,firstname
leads,crm_industry,CRM Industry,STRING,150,Lead's industry in the CRM,false,Industry,industrycode
leads,crm_last_act_time,CRM Last Activity Time,DATETIME,,Lead's last activity time in the CRM,false,LastActivityDate,lastonholdtime
leads,crm_last_name,CRM Last Name,STRING,150,Lead's last name,false,LastName,lastname
leads,crm_leadsource,CRM Lead Source,STRING,150,Lead's lead source in the CRM,false,LeadSource,leadsourcecode
leads,crm_modified_on,CRM Modified On,DATETIME,,Lead modified on date in the CRM,false,LastModifiedDate,modifiedon
leads,crm_name,CRM Name,STRING,500,Lead name in the CRM,false,Company,companyname
leads,crm_num_employees,CRM Num Employees,INTEGER,,Lead's number of employees in the CRM,false,NumberOfEmployees,numberofemployees
leads,crm_owner_id,CRM Owner ID,STRING,50,Lead owner's id in the CRM,false,OwnerId,ownerid
leads,crm_phone,CRM Phone,STRING,150,Lead's phone number,false,Phone,telephone1
leads,crm_status,CRM Status,STRING,150,Lead's status in the CRM,false,Status,statuscode
leads,cust_bool1,cust_bool1,BOOLEAN,,cust_bool1,false,,
leads,cust_bool2,cust_bool2,BOOLEAN,,cust_bool2,false,,
leads,cust_num1,cust_num1,FLOAT,,cust_num1,false,,
leads,cust_num2,cust_num2,FLOAT,,cust_num2,false,,
leads,cust_num3,cust_num3,FLOAT,,cust_num3,false,,
leads,cust_num4,cust_num4,FLOAT,,cust_num4,false,,
leads,cust_num5,cust_num5,FLOAT,,cust_num5,false,,
leads,cust_num6,cust_num6,FLOAT,,cust_num6,false,,
leads,cust_num7,cust_num7,FLOAT,,cust_num7,false,,
leads,cust_text1,cust_text1,STRING,50,cust_text1,false,,
leads,cust_text2,cust_text2,STRING,50,cust_text2,false,,
leads,cust_text3,cust_text3,STRING,50,cust_text3,false,,
leads,cust_text4,cust_text4,STRING,50,cust_text4,false,,
leads,cust_text5,cust_text5,STRING,50,cust_text5,false,,
leads,ext_addr_city,ext_address_city,STRING,100,,false,,
leads,ext_addr_country,ext_address_country,STRING,100,,false,,
leads,ext_addr_postal_code,ext_address_postalcode,STRING,100,,false,,
leads,ext_addr_state,ext_address_state,STRING,100,,false,,
leads,ext_addr_street,ext_address_street,STRING,100,,false,,
leads,ext_debug,ext_debug,OBJECT,50000,,false,,
leads,ext_id,ext_id,STRING,100,,false,,
leads,ext_industry,ext_industry,STRING,100,,false,,
leads,ext_is_match,ext_is_match,STRING,100,,false,,
leads,ext_last_updated,ext_last_updated,DATETIME,,,false,,
leads,ext_linkedin_url,ext_linkedin_url,STRING,100,,false,,
leads,ext_match_conf,ext_match_conf,FLOAT,,,false,,
leads,ext_match_rule,ext_match_rule,INTEGER,,,false,,
leads,ext_name,ext_name,STRING,100,,false,,
leads,ext_num_employees_range,ext_num_employees_range,STRING,100,,false,,
leads,ext_phone,ext_phone,STRING,100,,false,,
leads,ext_revenue_range,ext_revenue_range,STRING,100,,false,,
leads,ext_self_verified,ext_self_verified,BOOLEAN,,,false,,
leads,ext_source,ext_source,STRING,100,,false,,
leads,ext_web_url,ext_web_url,STRING,100,,false,,
leads,ext_year_founded,ext_year_founded,INTEGER,,,false,,
leads,trueai_addr_city,Address City,STRING,50,Lead's city,false,,
leads,trueai_addr_country,Address Country,STRING,50,Lead's country,false,,
leads,trueai_addr_lat,Address Lat,FLOAT,,Lead's latitude,false,,
leads,trueai_addr_long,Address Long,FLOAT,,Lead's longitude,false,,
leads,trueai_addr_postal_code,Address Postal Code,STRING,50,Lead's postal code,false,,
leads,trueai_addr_rule,Address Rule,INTEGER,,Lead's address prediction rule,false,,
leads,trueai_addr_state,Address State,STRING,50,Lead's state,false,,
leads,trueai_addr_street,Address Street,STRING,50,Lead's street,false,,
leads,trueai_company_dupe_conf,Company Duplicate Confidence,FLOAT,,Lead's company duplication confidence,false,,
leads,trueai_company_dupe_id,Company Duplicate ID,STRING,50,Lead's company duplication id,false,,
leads,trueai_company_size,Company Size,STRING,50,Lead's standardized company size,false,,
leads,trueai_company_size_rule,Company Size Rule,INTEGER,,Lead's standardized company size prediction rule,false,,
leads,trueai_complt,Completeness,FLOAT,,Completeness score of the lead based on the standardized data,false,,
leads,trueai_complt_contact,Completeness Contact,FLOAT,,Contact information completeness score of the lead based on the standardized data,false,,
leads,trueai_complt_contact_method,Completeness Contact Method,FLOAT,,Contact method completeness score of the lead based on the standardized data,false,,
leads,trueai_complt_geo,Completeness Geo,FLOAT,,Location completeness score of the lead based on the standardized data,false,,
leads,trueai_complt_marketing,Completeness Marketing,FLOAT,,Marketing completeness score of the lead based on the standardized data,false,,
leads,trueai_converted_date,Converted Date,DATETIME,,Lead converted date,false,,
leads,trueai_converted_date_rule,Converted Date Rule,INTEGER,,Lead converted date rule,false,,
leads,trueai_created_on,Created On,DATETIME,,Lead creation date,false,,
leads,trueai_creator_id,Creator ID,STRING,50,Lead creator's id,false,,
leads,trueai_dur,Duration,INTEGER,50,Total duration of activities performed on the lead,false,,
leads,trueai_first_touch,First Touch,DATETIME,,Date when the lead was first touched,false,,
leads,trueai_first_touch_rule,First Touch Rule,INTEGER,,Rule for date when the lead was first touched,false,,
leads,trueai_industry,Industry,STRING,50,Lead's standardized industry,false,,
leads,trueai_industry_conf,Industry Confidence,FLOAT,,Lead's standardized industry prediction confidence,false,,
leads,trueai_industry_rule,Industry Rule,INTEGER,,Lead's standardized industry prediction rule,false,,
leads,trueai_is_disqualified,Is Disqualified,STRING,50,Lead's standardized disqualification status,false,,
leads,trueai_is_disqualified_conf,Is Disqualified Confidence,FLOAT,,Lead's standardized disqualification status prediction confidence,false,,
leads,trueai_is_master,Is Master,BOOLEAN,,Boolean flag that indicates whether the lead is the master lead in its group of duplicates,false,,
leads,trueai_last_outcome_date,Last Outcome,DATETIME,,Leads last outcome,false,,
leads,trueai_last_outcome_date_rule,Last Outcome Rule,INTEGER,,Leads last outcome rule,false,,
leads,trueai_last_touch,Last Touch,DATETIME,,Date when the lead was last touched,false,,
leads,trueai_last_touch_rule,Last Touch Rule,INTEGER,,Rule for date when the lead was last touched,false,,
leads,trueai_lead_dupe_conf,Lead Duplicate Confidence,FLOAT,,Lead's lead duplication confidence,false,,
leads,trueai_lead_dupe_id,Lead Duplicate ID,STRING,50,Lead's lead duplication id,false,,
leads,trueai_leadsource,Lead Source,STRING,50,Lead's standardized lead source,false,,
leads,trueai_leadsource_conf,Lead Source Confidence,FLOAT,,Lead's standardized lead source prediction confidence,false,,
leads,trueai_leadsource_is_inbound,Lead Source Is Inbound,BOOLEAN,,Boolean flag that indicates whether the lead's standardized lead source is inbound,false,,
leads,trueai_leadsource_rule,Lead Source Rule,INTEGER,,Lead's standardized lead source prediction rule,false,,
leads,trueai_owner_id,Owner ID,STRING,50,Lead owner's id,false,,
leads,trueai_owner_id_rule,Owner ID Rule,INTEGER,,Lead owner's id rule,false,,
leads,trueai_prob_of_conversion,Probability of Conversion,FLOAT,,Lead's probability of conversion,false,,
leads,trueai_prob_of_conversion_explained,Deprecated field,OBJECT,500000,Deprecated field,true,,
leads,trueai_prob_of_new_logo_win,Deprecated field,FLOAT,,Deprecated field,true,,
leads,trueai_qual_bucket,Quality Bucket,STRING,50,Quality bucket based on the probability of conversion,false,,
leads,trueai_qual_bucket_num,Quality Bucket Num,INTEGER,,Quality bucket expressed as an integer from 1 to 5 based on the probability of conversion,false,,
leads,trueai_ssr_is_master,SSR Is Master,BOOLEAN,,"Boolean flag that indicates whether the lead is the master lead in its group of duplicates, for leads it corresponds to the trueai_is_master flag",false,,
leads,trueai_test,Test,STRING,100,Test model,false,,
leads,trueai_test_conf,Test Confidence,FLOAT,,Test model confidence,false,,
leads,trueai_test_debug,Test Debug,STRING,2000,Test model debug information,false,,
leads,trueai_test_rule,Test Rule,STRING,500,Test model rule,false,,
leads,trueai_title_dept,Title Department,STRING,50,Lead's standardized department,false,,
leads,trueai_title_dept_conf,Title Department Confidence,FLOAT,,Lead's standardized department prediction confidence,false,,
leads,trueai_title_seniority,Title Seniority,STRING,50,Lead's standardized seniority,false,,
leads,trueai_title_seniority_conf,Title Seniority Confidence,FLOAT,,Lead's standardized seniority prediction confidence,false,,
leads,trueai_vi_lead_gen_value,Deprecated field,CURRENCY,,Deprecated field,true,,
metadata_ai_scores,_sys_doc_id,Doc ID,STRING,50,Unique AI score identifier,false,,
metadata_ai_scores,_sys_is_active,Is Active,STRING,50,Is Active,false,,
metadata_ai_scores,_sys_modified_on,Modified On Date,DATETIME,,Modified On Date,false,,
metadata_ai_scores,boost_expo,Boost Expo,FLOAT,,Boost Expo,false,,
metadata_ai_scores,category,Category,STRING,50,Category,false,,
metadata_ai_scores,description,Description,STRING,1000,Description,false,,
metadata_ai_scores,factor_1_name,Factor 1 Name,STRING,1000,Factor 1 Name,false,,
metadata_ai_scores,factor_2_name,Factor 2 Name,STRING,1000,Factor 2 Name,false,,
metadata_ai_scores,factor_3_name,Factor 3 Name,STRING,1000,Factor 3 Name,false,,
metadata_ai_scores,notes,Notes,STRING,1000,Notes,false,,
metadata_ai_scores,score_name,Score Name,STRING,50,Score Name,false,,
metadata_ai_scores,sort,Sort,INTEGER,,Sort,false,,
metadata_ai_scores,weight,Weight,FLOAT,,Weight,false,,
metadata_ai_scores_analysis_categories,_sys_doc_id,Doc ID,STRING,50,Unique AI score identifier,false,,
metadata_ai_scores_analysis_categories,_sys_is_active,Is Active,STRING,50,Is Active,false,,
metadata_ai_scores_analysis_categories,_sys_modified_on,Modified On Date,DATETIME,,Modified On Date,false,,
metadata_ai_scores_analysis_categories,category_name,Category Name,STRING,50,Category Name,false,,
metadata_ai_scores_analysis_categories,description,Description,STRING,10000,Description,false,,
metadata_ai_scores_analysis_categories,sort_order,Sort Order,INTEGER,,Sort Order,false,,
metadata_ai_scores_category_links,_sys_doc_id,Doc ID,STRING,50,Unique AI score identifier,false,,
metadata_ai_scores_category_links,_sys_is_active,Is Active,STRING,50,Is Active,false,,
metadata_ai_scores_category_links,_sys_modified_on,Modified On Date,DATETIME,,Modified On Date,false,,
metadata_ai_scores_category_links,analysis_category_id,Analysis Category ID,STRING,50,Analysis Category ID,false,,
metadata_ai_scores_category_links,notes,Notes,STRING,10000,Notes,false,,
metadata_ai_scores_category_links,score_id,Score ID,INTEGER,,Score ID,false,,
metadata_ai_scores_category_links,weighting,Weighting,INTEGER,,Weighting,false,,
metadata_graphics,_sys_base64,Base64,STRING,10000,Graphic image,false,,
metadata_graphics,_sys_dimensions,Dimensions,STRING,50,Graphic dimensions,false,,
metadata_graphics,_sys_doc_id,Doc ID,STRING,50,Unique graphic identifier,false,,
metadata_graphics,_sys_is_active,Is Active,STRING,50,Is Active,false,,
metadata_graphics,_sys_modified_on,Modified On Date,DATETIME,,Modified On Date,false,,
metadata_graphics,_sys_name,Name,STRING,50,Graphic name,false,,
metadata_graphics,_sys_url,URL,STRING,10000,Graphic URL,false,,
metadata_graphics,notes,Notes,STRING,50,Notes related to the graphic,false,,
metadata_heatmap_items,_sys_doc_id,Doc ID,STRING,50,Unique heatmap item identifier,false,,
metadata_heatmap_items,_sys_is_active,Is Active,STRING,50,Is Active,false,,
metadata_heatmap_items,_sys_modified_on,Modified On Date,DATETIME,,Modified On Date,false,,
metadata_heatmap_items,further_research,Further Research,STRING,10000,Further Research,false,,
metadata_heatmap_items,heatmap_description,Heatmap Description,STRING,10000,Heatmap Description,false,,
metadata_heatmap_items,heatmap_growth_category,Heatmap Growth Category,STRING,50,Heatmap Growth Category,false,,
metadata_heatmap_items,heatmap_kpi1_ai_score_name,Heatmap KPI1 AI Score Name,STRING,50,Heatmap KPI1 AI Score Name,false,,
metadata_heatmap_items,heatmap_kpi1_def_long,Heatmap KPI1 Definition Long,STRING,10000,Heatmap KPI1 Definition Long,false,,
metadata_heatmap_items,heatmap_kpi1_def_short,Heatmap KPI1 Definition Short,STRING,10000,Heatmap KPI1 Definition Short,false,,
metadata_heatmap_items,heatmap_kpi1_denominator_definition,Heatmap KPI1 Denominator Definition,STRING,10000,Heatmap KPI1 Denominator Definition,false,,
metadata_heatmap_items,heatmap_kpi1_min_factor,Heatmap KPI1 Min Factor,STRING,50,Heatmap KPI1 Min Factor,false,,
metadata_heatmap_items,heatmap_kpi1_numerator_definition,Heatmap KPI1 Numerator Definition,STRING,10000,Heatmap KPI1 Numerator Definition,false,,
metadata_heatmap_items,heatmap_kpi1_ref,Heatmap KPI1 Reference,STRING,10000,Heatmap KPI1 Reference,false,,
metadata_heatmap_items,heatmap_kpi1_weight,Heatmap KPI1 TrueAI Weight,FLOAT,,Heatmap KPI1 TrueAI Weight,false,,
metadata_heatmap_items,heatmap_kpi1_whats_better,Heatmap KPI1 What is better,STRING,50,Heatmap KPI1 What is better,false,,
metadata_heatmap_items,heatmap_kpi2_ai_score_name,Heatmap KPI2 AI Score Name,STRING,50,Heatmap KPI2 AI Score Name,false,,
metadata_heatmap_items,heatmap_kpi2_def_long,Heatmap KPI2 Definition Long,STRING,10000,Heatmap KPI2 Definition Long,false,,
metadata_heatmap_items,heatmap_kpi2_def_short,Heatmap KPI2 Definition Short,STRING,10000,Heatmap KPI2 Definition Short,false,,
metadata_heatmap_items,heatmap_kpi2_denominator_definition,Heatmap KPI2 Denominator Definition,STRING,10000,Heatmap KPI2 Denominator Definition,false,,
metadata_heatmap_items,heatmap_kpi2_min_factor,Heatmap KPI2 Min Factor,STRING,50,Heatmap KPI2 Min Factor,false,,
metadata_heatmap_items,heatmap_kpi2_numerator_definition,Heatmap KPI2 Numerator Definition,STRING,10000,Heatmap KPI2 Numerator Definition,false,,
metadata_heatmap_items,heatmap_kpi2_ref,Heatmap KPI2 Reference,STRING,10000,Heatmap KPI2 Reference,false,,
metadata_heatmap_items,heatmap_kpi2_whats_better,Heatmap KPI2 What is better,STRING,50,Heatmap KPI2 What is better,false,,
metadata_heatmap_items,heatmap_kpi_screen,Heatmap KPI Screen,STRING,50,Heatmap KPI Screen,false,,
metadata_heatmap_items,heatmap_name,Heatmap Name,STRING,50,Heatmap Name,false,,
metadata_heatmap_items,heatmap_sort,Heatmap Sort,INTEGER,,Heatmap Sort,false,,
metadata_heatmap_items,heatmap_sort_column,Heatmap Sort Column,STRING,50,Heatmap Sort Column,false,,
metadata_heatmap_items,item_vs_all_relative_weight,Item vs All Relative Weight,FLOAT,,Item vs All Relative Weight,false,,
metadata_heatmap_items,prerequisites,Prerequisites,STRING,10000,Prerequisites,false,,
metadata_heatmap_items,transformation_ideas,Transformation Ideas,STRING,10000,Transformation Ideas,false,,
metadata_reference_values,_sys_added_by,Added By ID,STRING,50,Added By ID,false,,
metadata_reference_values,_sys_added_on,Added On Date,DATETIME,,Added On Date,false,,
metadata_reference_values,_sys_doc_id,Doc ID,STRING,50,Unique reference value identifier,false,,
metadata_reference_values,_sys_is_active,Is Active,STRING,50,Is Active,false,,
metadata_reference_values,_sys_modified_on,Modified On Date,DATETIME,,Modified On Date,false,,
metadata_reference_values,applies_to_co_size,Applies To Company Size,STRING,50,Applies To Company Size,false,,
metadata_reference_values,applies_to_geo,Applies To Geo,STRING,50,Applies To Geo,false,,
metadata_reference_values,applies_to_industry,Applies To Industry,STRING,50,Applies To Industry,false,,
metadata_reference_values,comments,Comments,STRING,50,Comments,false,,
metadata_reference_values,related_to_record,Related To Record,STRING,50,Related To Record,false,,
metadata_reference_values,supporting_value_1,Supporting Value 1,FLOAT,,Supporting Value 1,false,,
metadata_reference_values,supporting_value_1_name,Supporting Value 1 Name,STRING,50,Supporting Value 1 Name,false,,
metadata_reference_values,supporting_value_2,Supporting Value 2,FLOAT,,Supporting Value 2,false,,
metadata_reference_values,supporting_value_2_name,Supporting Value 2 Name,STRING,50,Supporting Value 2 Name,false,,
metadata_reference_values,supporting_value_3,Supporting Value 3,FLOAT,,Supporting Value 3,false,,
metadata_reference_values,supporting_value_3_name,Supporting Value 3 Name,STRING,50,Supporting Value 3 Name,false,,
metadata_reference_values,value,Value,FLOAT,,Value,false,,
metadata_reference_values,value_category,Value Category,STRING,50,Value Category,false,,
metadata_reference_values,value_name,Value Name,STRING,10000,Value Name,false,,
open_pipeline,_sys_as_of,As of Date,DATETIME,,The date of the last data request from the platform,false,SystemModstamp,
open_pipeline,_sys_doc_id,Doc ID,STRING,50,"Unique record identifier, based on the ID of the opp in the remote system (such as Salesforce ID) and date",false,Id,
open_pipeline,_sys_filt_end_date,Filter End Date,DATE,,"The end date of the record, stripped of time",false,,
open_pipeline,_sys_filt_start_date,Filter Start Date,DATE,,"The start date of the record, stripped of time",false,,
open_pipeline,crm_booking_amt,CRM Booking Amount,CURRENCY,,Opportunity's booking amount in the CRM,false,Amount,
open_pipeline,crm_close_date,CRM Close Date,DATETIME,,Opportunity's close date in the CRM,false,CloseDate,
open_pipeline,crm_created_on,CRM Created On,DATETIME,,Opportunity's creation date in the CRM,false,CreatedDate,
open_pipeline,crm_creator_id,CRM Creator ID,STRING,50,Opportunity's creator's id in the CRM,false,CreatedById,
open_pipeline,crm_opp_id,CRM Opp ID,STRING,50,Opportunity's id in the CRM,false,OpportunityId,
open_pipeline,crm_stage_id,CRM Stage ID,STRING,50,Opportunity's stage ID in the CRM,false,StageId,
open_pipeline,crm_stage_name,CRM Stage Name,STRING,50,Opportunity's stage name in the CRM,false,StageName,
open_pipeline,crm_stage_num,CRM Stage Num,STRING,50,Opportunity's stage number in the CRM,false,Probability,
open_pipeline,cust_bool1,cust_bool1,BOOLEAN,,cust_bool1,false,,
open_pipeline,cust_bool2,cust_bool2,BOOLEAN,,cust_bool2,false,,
open_pipeline,cust_num1,cust_num1,FLOAT,,cust_num1,false,,
open_pipeline,cust_num2,cust_num2,FLOAT,,cust_num2,false,,
open_pipeline,cust_num3,cust_num3,FLOAT,,cust_num3,false,,
open_pipeline,cust_num4,cust_num4,FLOAT,,cust_num4,false,,
open_pipeline,cust_num5,cust_num5,FLOAT,,cust_num5,false,,
open_pipeline,cust_num6,cust_num6,FLOAT,,cust_num6,false,,
open_pipeline,cust_num7,cust_num7,FLOAT,,cust_num7,false,,
open_pipeline,cust_text1,cust_text1,STRING,50,cust_text1,false,,
open_pipeline,cust_text2,cust_text2,STRING,50,cust_text2,false,,
open_pipeline,cust_text3,cust_text3,STRING,50,cust_text3,false,,
open_pipeline,cust_text4,cust_text4,STRING,50,cust_text4,false,,
open_pipeline,cust_text5,cust_text5,STRING,50,cust_text5,false,,
open_pipeline,trueai_act_adj_dur,Activities Adj Duration,FLOAT,,Activities Adj Duration,false,,
open_pipeline,trueai_act_adj_dur_rule,Activities Adj Duration Rule,INTEGER,,Activities Adj Duration Rule,false,,
open_pipeline,trueai_act_adj_eng_dur,Activities Adj Engaged Duration,FLOAT,,Activities Adj Engaged Duration,false,,
open_pipeline,trueai_act_count,Activities Count,INTEGER,,Activities Count,false,,
open_pipeline,trueai_act_dur,Activities Duration,FLOAT,,Activities Duration,false,,
open_pipeline,trueai_act_eng_count,Activities Engaged Count,INTEGER,,Activities Engaged Count,false,,
open_pipeline,trueai_act_eng_dur,Activities Engaged Duration,FLOAT,,Activities Engaged Duration,false,,
open_pipeline,trueai_act_last_eng,Activities Last Engaged,DATETIME,,Activities Last Engaged,false,,
open_pipeline,trueai_act_type_auto_email_count,Activities Automated Email Count,INTEGER,,Activities Automated Email Count,false,,
open_pipeline,trueai_act_type_auto_email_dur,Activities Automated Email Duration,FLOAT,,Activities Automated Email Duration,false,,
open_pipeline,trueai_act_type_auto_email_eng_count,Activities Automated Email Engaged Count,INTEGER,,Activities Automated Email Engaged Count,false,,
open_pipeline,trueai_act_type_call_count,Activities Call Count,INTEGER,,Activities Call Count,false,,
open_pipeline,trueai_act_type_call_dur,Activities Call Duration,FLOAT,,Activities Call Duration,false,,
open_pipeline,trueai_act_type_call_eng_count,Activities Call Engaged Count,INTEGER,,Activities Call Engaged Count,false,,
open_pipeline,trueai_act_type_email_count,Activities Email Count,INTEGER,,Activities Email Count,false,,
open_pipeline,trueai_act_type_email_dur,Activities Email Duration,FLOAT,,Activities Email Duration,false,,
open_pipeline,trueai_act_type_email_eng_count,Activities Email Engaged Count,INTEGER,,Activities Email Engaged Count,false,,
open_pipeline,trueai_act_type_meeting_count,Activities Meeting Count,INTEGER,,Activities Meeting Count,false,,
open_pipeline,trueai_act_type_meeting_dur,Activities Meeting Durationuratin,FLOAT,,Activities Meeting Durationuratin,false,,
open_pipeline,trueai_act_type_meeting_eng_count,Activities Meeting Engaged Count,INTEGER,,Activities Meeting Engaged Count,false,,
open_pipeline,trueai_act_type_nd_count,Activities Non Determinable Count,INTEGER,,Activities Non Determinable Count,false,,
open_pipeline,trueai_act_type_nd_dur,Activities Non Determinable Duration,FLOAT,,Activities Non Determinable Duration,false,,
open_pipeline,trueai_act_type_nd_eng_count,Activities Non Determinable Engaged Count,INTEGER,,Activities Non Determinable Engaged Count,false,,
open_pipeline,trueai_act_type_no_interaction_count,Activities No Interaction Count,INTEGER,,Activities No Interaction Count,false,,
open_pipeline,trueai_act_type_no_interaction_dur,Activities No Interaction Duration,FLOAT,,Activities No Interaction Duration,false,,
open_pipeline,trueai_act_type_no_interaction_eng_count,Activities No Interaction Engaged Count,INTEGER,,Activities No Interaction Engaged Count,false,,
open_pipeline,trueai_act_type_social_count,Activities Social Count,INTEGER,,Activities Social Count,false,,
open_pipeline,trueai_act_type_social_dur,Activities Social Duration,FLOAT,,Activities Social Duration,false,,
open_pipeline,trueai_act_type_social_eng_count,Activities Social Engaged Count,INTEGER,,Activities Social Engaged Count,false,,
open_pipeline,trueai_attention_value_expected_success_prob,Expected Success Probability,FLOAT,,Expected Success Probability,false,,
open_pipeline,trueai_attention_value_score,Attention Value Score,FLOAT,,Attention Value Score,false,,
open_pipeline,trueai_attention_value_success_prob,Calibrated Success Probability,FLOAT,,Calibrated Success Probability,false,,
open_pipeline,trueai_attention_value_text,Attention Value Text,STRING,500,Attention Value Text,false,,
open_pipeline,trueai_avg_step_sequence,Average Step Sequence Number Across All Opportunities,FLOAT,,Average Step Sequence Number Across All Opportunities,false,,
open_pipeline,trueai_booking_amt,Booking Amount,CURRENCY,,Opportunity's booking amount,false,,
open_pipeline,trueai_can_be_excluded,Can Be Excluded,BOOLEAN,,Boolean flag that indicates whether the record is redundant,false,,
open_pipeline,trueai_current_prob_of_win,Current Probability of Win,FLOAT,,Current probability of win of the opportunity,false,,
open_pipeline,trueai_days_in_opp,Days Since Opportunity Open,INTEGER,,Days Since Opportunity Open,false,,
open_pipeline,trueai_days_in_stage,Days In Stage,INTEGER,,Days In Stage,false,,
open_pipeline,trueai_days_pushed_pulled,Difference In Days Between The Opportunity Expected Close Date and The Actual Close Date,INTEGER,,Difference In Days Between The Opportunity Expected Close Date and The Actual Close Date,false,,
open_pipeline,trueai_init_close_date,Initial Close Date of Opp,DATETIME,,Initial Close Date of Opp,false,,
open_pipeline,trueai_is_closed,Is Closed,BOOLEAN,,Boolean flag that indicates whether the opportunity is closed,false,,
open_pipeline,trueai_is_won,Is Won,BOOLEAN,,Boolean flag that indicates whether the opportunity is won,false,,
open_pipeline,trueai_owner_act_capt_lvl,Stage Owner Activity Capture Level,FLOAT,,Stage Owner Activity Capture Level,false,,
open_pipeline,trueai_owner_act_capt_lvl_conf,Stage Owner Activity Capture Level Confidence,FLOAT,,Stage Owner Activity Capture Level Confidence,false,,
open_pipeline,trueai_owner_id,Owner ID of Opp,STRING,50,Owner ID of Opp,false,,
open_pipeline,trueai_owner_prep_factor,Stage Owner Prep Factor,FLOAT,,Stage Owner Prep Factor,false,,
open_pipeline,trueai_pace_score,Pace Score,FLOAT,,Pace Score,false,,
open_pipeline,trueai_pace_score_days_in_opp,Pace Score Days Since Opportunity Open,FLOAT,,Pace Score Days Since Opportunity Open,false,,
open_pipeline,trueai_pace_score_days_in_stage,Pace Score Days In Stage,FLOAT,,Days In Stage,false,,
open_pipeline,trueai_pace_tier,Pace Tier 0-5,INTEGER,,Pace Tier 0-5,false,,
open_pipeline,trueai_pipeline_name,Pipeline Name,STRING,150,Pipeline name of the opportunity,false,,
open_pipeline,trueai_pred_booking_amt,Predicted Booking Amount,CURRENCY,,Predicted Booking Amount,false,,
open_pipeline,trueai_pred_close_date,Predicted Close Date,DATETIME,,Predicted Close Date,false,,
open_pipeline,trueai_sort_id,Sortable ID,STRING,50,Sortable ID,false,,
open_pipeline,trueai_stage,Normalized Stage,STRING,50,Opportunity's normalized stage,false,,
open_pipeline,trueai_stage_id,Stage ID,STRING,150,Opportunity's stage ID,false,,
open_pipeline,trueai_stage_name,Stage Name,STRING,150,Opportunity's stage name,false,,
open_pipeline,trueai_step_sequence,Step Sequence,INTEGER,,Ordinal number based on the position of the step in the sequence,false,,
open_pipeline,trueai_success_prob,Success Probability of Opp,FLOAT,,Success Probability of Opp,false,,
opp_line_items,_sys_as_of,As of Date,DATETIME,,The date of the last data request from the platform,false,,
opp_line_items,_sys_doc_id,Doc ID,STRING,50,"Unique record identifier, based on the ID of the document in the remote system (such as Salesforce ID)",false,Id,opportunityproductid
